"","gene_short_name","Noggin-TXP_2","Noggin-TXP_1","Noggin-TXP_0","BMP-TXP_0","BMP-TXP_2","BMP-TXP_1","adult-SI_3","adult-SI_2","adult-SI_0","adult-SI_1","adult-SI_4","adult-colon_2","adult-colon_1","adult-colon_0","EGF-TXP_0","EGF-TXP_1","EGF-TXP_2"
"LINC00862","LINC00862",0,0,0,1.08503,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC00864","LINC00864",0,3.74596,0,1.08503,0,0,9.33948,0,1.08058,2.10244,8.82589,0.98887,1.07715,0,2.33818,0,6.99989
"LINC00865","LINC00865",0,0,0,1.08503,0,8.73274,120.246,129.921,61.5932,69.3805,60.8006,98.887,61.0387,155.032,0,0,0
"LINC00866","LINC00866",1.36069,0,0,0,0,0,2.33487,0,2.16116,0,0.980655,0.494435,0,0.511658,0,0,0
"LINC00867","LINC00867",0,0,0,1.08503,0.982724,3.49309,0,0,0,0,0.980655,0,0,0,0,0,0
"LINC00870","LINC00870",6.80347,0,3.87633,2.17006,12.7754,5.23964,7.00461,1.79201,7.56408,3.50406,6.86458,7.66375,1.79526,10.7448,3.89696,4.92565,0
"LINC00871","LINC00871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00877","LINC00877",6.80347,1.87298,1.93816,16.2754,19.6545,10.4793,2.33487,8.06407,5.40291,2.80325,0.980655,3.70826,5.38577,3.06995,10.1321,4.92565,6.99989
"LINC00879","LINC00879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00880","LINC00880",6.80347,5.61894,0,0,0.982724,1.74655,2.33487,2.68802,2.16116,2.10244,0,1.48331,1.61573,0,3.11757,0,0
"LINC00881","LINC00881",2.72139,0,1.93816,1.08503,4.91362,1.74655,0,0,0,0,0,0.494435,0.359051,0,4.67636,3.28377,13.9998
"LINC00882","LINC00882",0,11.2379,0,5.42514,0,0,1.16744,0,2.16116,0.700813,0,1.23609,0.897629,0,2.33818,1.64188,0
"LINC00883","LINC00883",31.296,61.8083,50.3923,60.7616,25.5508,33.1844,25.6836,34.9443,24.8534,26.6309,31.381,30.655,64.9883,18.4197,40.5284,34.4796,38.4994
"LINC00884","LINC00884",0,0,0,0,0,0,4.66974,4.48004,2.16116,0,1.96131,2.47218,0.359051,1.53497,0,1.64188,0
"LINC00885","LINC00885",0,0,0,0,0,3.49309,2.33487,0,0,0,0,0,0.718103,0,0,0,0
"LINC00886","LINC00886",17.689,14.9838,0,9.76525,2.94817,5.23964,46.6974,5.37604,45.3845,25.2293,38.2455,17.7997,8.25818,28.6529,14.8085,19.7026,3.49994
"LINC00887","LINC00887",5.44278,0,0,0,0,1.74655,0,0,4.32233,0,0,0,0,1.02332,3.11757,1.64188,0
"LINC00888","LINC00888",81.6417,84.2841,36.8251,71.6119,69.7734,92.567,18.679,30.4642,42.1427,51.1593,43.1488,27.1939,28.006,49.6308,103.659,73.8848,66.4989
"LINC00889","LINC00889",8.16417,0,0,1.08503,0.982724,8.73274,0,0,0,0,0,0.494435,0.359051,2.04663,0,0,0
"LINC00890","LINC00890",20.4104,1.87298,3.87633,0,1.96545,5.23964,7.00461,5.37604,8.64466,4.20488,8.82589,3.46105,3.41099,8.69819,4.67636,6.56753,0
"LINC00892","LINC00892",0,0,0,0,0,0,5.83718,7.16806,6.48349,13.3154,4.90327,3.70826,6.82198,0.511658,0,0,0
"LINC00893","LINC00893",14.9676,29.9677,27.1343,19.5305,15.7236,27.9448,22.1813,25.9842,43.2233,18.2211,44.1295,21.2607,19.2093,14.3264,9.35272,8.20942,10.4998
"LINC00894","LINC00894",42.1815,33.7136,7.75265,30.3808,15.7236,34.9309,42.0277,46.5924,97.2524,47.6553,66.6845,41.0381,29.0832,32.7461,10.9115,16.4188,17.4997
"LINC00895","LINC00895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00896","LINC00896",31.296,18.7298,40.7014,24.9557,11.7927,20.9586,14.0092,8.06407,20.5311,11.213,34.3229,2.96661,0.718103,9.20985,38.1903,16.4188,31.4995
"LINC00898","LINC00898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00899","LINC00899",28.5746,9.36489,15.5053,20.6155,10.81,6.98619,21.0138,13.4401,25.934,27.3317,15.6905,19.7774,14.1825,6.1399,12.4703,8.20942,6.99989
"LINC00900","LINC00900",32.6567,16.8568,15.5053,19.5305,8.84452,10.4793,7.00461,8.06407,11.8864,13.3154,0,8.89983,10.592,6.65156,18.7054,16.4188,3.49994
"LINC00901","LINC00901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00904","LINC00904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00905","LINC00905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00906,LOC102724958","LINC00906,LOC102724958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00907","LINC00907",4.08208,11.2379,0,6.51017,4.91362,6.98619,5.83718,2.68802,6.48349,0,1.96131,1.23609,0.359051,0.511658,5.45575,4.92565,6.99989
"LINC00908","LINC00908",23.1318,44.9515,29.0725,30.3808,10.81,19.212,10.5069,3.58403,5.40291,4.20488,3.92262,3.21383,2.33383,0.511658,35.0727,24.6283,41.9993
"LINC00909","LINC00909",102.052,114.252,131.795,139.969,96.307,160.682,155.269,94.0808,141.556,105.823,123.563,88.7511,90.1219,72.6555,127.82,114.932,150.498
"LINC00910","LINC00910",16.3283,26.2217,52.3304,20.6155,14.7409,20.9586,16.3441,20.6082,32.4175,19.6228,27.4583,21.5079,17.773,24.0479,24.1612,29.5539,20.9997
"LINC00911","LINC00911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00917","LINC00917",0,0,5.81449,1.08503,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00919","LINC00919",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC00920","LINC00920",1.36069,0,0,10.8503,0,5.23964,4.66974,6.27205,10.8058,28.7333,6.86458,17.7997,19.2093,29.6762,11.6909,3.28377,3.49994
"LINC00921","LINC00921",9.52486,3.74596,0,8.68023,14.7409,6.98619,11.6744,7.16806,25.934,11.9138,8.82589,14.8331,8.97629,15.8614,4.67636,8.20942,3.49994
"LINC00922","LINC00922",1.36069,0,0,3.25508,0.982724,1.74655,0,0,0,0,0,0,0.718103,0,0,0,0
"LINC00923","LINC00923",1.36069,11.2379,1.93816,11.9353,3.9309,19.212,2.33487,3.58403,7.56408,3.50406,0,2.47218,0.718103,2.55829,7.79393,4.92565,6.99989
"LINC00924","LINC00924",0,5.61894,7.75265,4.34011,1.96545,1.74655,4.66974,5.37604,0,4.90569,3.92262,2.96661,10.0534,4.09327,0.779393,0,0
"LINC00925","LINC00925",39.4602,18.7298,48.4541,26.0407,17.689,13.9724,18.679,5.37604,10.8058,19.6228,3.92262,6.67488,7.54008,5.11658,27.2788,19.7026,31.4995
"LINC00926","LINC00926",61.2313,58.0623,69.7739,62.9316,51.1017,59.3826,33.8556,20.6082,36.7398,41.348,34.3229,44.0047,27.8265,18.4197,32.7345,50.8984,27.9995
"LINC00927","LINC00927",0,0,0,1.08503,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00928","LINC00928",0,0,0,0,0,0,0,0,1.08058,0,0,0,0,0,0,0,0
"LINC00929","LINC00929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00930","LINC00930",5.44278,3.74596,13.5671,15.1904,30.4644,17.4655,3.50231,0,0,4.20488,0,1.97774,2.51336,5.62824,3.11757,3.28377,0
"LINC00933","LINC00933",4.08208,0,0,0,1.96545,5.23964,2.33487,8.06407,4.32233,4.20488,7.84524,3.21383,5.92435,5.11658,3.11757,6.56753,3.49994
"LINC00934","LINC00934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00935","LINC00935",0,0,0,1.08503,0,0,0,0,0,0,0,0,0,0.511658,3.11757,0,0
"LINC00936","LINC00936",9.52486,28.0947,5.81449,19.5305,20.6372,10.4793,35.0231,33.1523,45.3845,23.1268,35.3036,24.2273,35.0075,25.0712,25.72,32.8377,10.4998
"LINC00937","LINC00937",2.72139,18.7298,0,8.68023,2.94817,3.49309,1.16744,1.79201,1.08058,1.40163,0,0.741653,2.15431,2.55829,12.4703,9.8513,17.4997
"LINC00938","LINC00938",156.48,86.157,135.671,124.778,85.497,139.724,176.283,170.241,225.842,170.998,167.692,204.449,124.052,189.314,72.4835,90.3036,83.9986
"LINC00939","LINC00939",1.36069,1.87298,0,0,0,0,0,2.68802,0,0,0,0.98887,0.359051,7.67487,0.779393,0,0
"LINC00940","LINC00940",0,0,0,0,0,0,0,0,0,0,0,25.4634,0.897629,21.4896,0,0,0
"LINC00941","LINC00941",1.36069,0,1.93816,1.08503,1.96545,1.74655,0,0.896007,0,0,1.96131,0.98887,1.25668,0,3.89696,0,0
"LINC00942","LINC00942",0,0,0,0,0.982724,0,0,0,0,1.40163,0,3.46105,5.92435,8.69819,0.779393,3.28377,3.49994
"LINC00943","LINC00943",0,0,0,0,0,0,5.83718,0.896007,11.8864,2.10244,2.94196,1.73052,1.43621,0,0.779393,0,0
"LINC00944","LINC00944",1.36069,0,0,0,0,0,7.00461,1.79201,6.48349,5.6065,1.96131,0.247218,1.79526,1.53497,0,0,0
"LINC00945","LINC00945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00950","LINC00950",34.0174,35.5866,60.0831,32.5508,67.808,71.6084,0,15.2321,14.0476,8.40976,8.82589,10.3831,5.92435,12.2798,9.35272,14.777,38.4994
"LINC00951","LINC00951",0,1.87298,11.629,1.08503,0.982724,5.23964,0,0,0,0,0,0.494435,0,0,1.55879,1.64188,0
"LINC00954","LINC00954",5.44278,7.49192,3.87633,9.76525,9.82724,5.23964,2.33487,20.6082,9.72524,21.0244,4.90327,7.16931,3.77004,5.62824,4.67636,4.92565,3.49994
"LINC00955","LINC00955",85.7238,161.076,56.2067,35.8059,43.2399,45.4102,88.7251,0,55.1097,169.597,148.079,0.98887,0.718103,0,110.674,126.425,80.4987
"LINC00957","LINC00957",8.16417,3.74596,9.69082,17.3605,8.84452,20.9586,24.5161,22.4002,28.0951,23.8276,21.5744,28.9245,29.9808,24.5596,14.0291,22.9864,17.4997
"LINC00958","LINC00958",0,3.74596,7.75265,3.25508,1.96545,5.23964,4.66974,0,0,0,0,1.73052,1.25668,2.55829,2.33818,0,0
"LINC00959","LINC00959",57.1492,74.9192,29.0725,56.4215,30.4644,52.3964,18.679,24.1922,20.5311,30.135,21.5744,23.7329,19.3888,18.9314,63.9102,42.689,69.9989
"LINC00960","LINC00960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00961","LINC00961",5.44278,0,5.81449,10.8503,2.94817,5.23964,1.16744,4.48004,6.48349,12.6146,0,3.70826,7.54008,9.7215,0.779393,1.64188,13.9998
"LINC00963","LINC00963",134.709,119.871,248.085,146.479,89.4279,96.0601,70.0461,60.0325,74.5602,62.3724,43.1488,51.174,85.2747,70.0972,204.98,116.574,297.495
"LINC00964","LINC00964",10.8856,0,7.75265,5.42514,5.89634,8.73274,4.66974,0.896007,2.16116,1.40163,11.7679,5.93322,0,3.58161,3.11757,0,0
"LINC00965","LINC00965",0,0,0,0,0,0,1.16744,0.896007,0,0,0,0.494435,0.359051,2.04663,0,0,3.49994
"LINC00967","LINC00967",0,0,0,1.08503,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00968","LINC00968",0,0,0,0,0,1.74655,0,0,0,0,0,2.71939,14.9006,12.2798,0.779393,0,0
"LINC00969,SDHAP2","LINC00969,SDHAP2",141.512,187.298,219.012,90.0574,136.599,171.162,141.26,107.521,180.457,149.273,118.659,170.086,114.717,110.518,56.1163,44.3309,45.4993
"LINC00970","LINC00970",1.36069,5.61894,3.87633,1.08503,0.982724,3.49309,0,0,0,0,0,0,0,0,0,1.64188,0
"LINC00971","LINC00971",4.08208,1.87298,3.87633,1.08503,0.982724,5.23964,0,0,0,0,0.980655,0,0.179526,0.511658,0,0,0
"LINC00974","LINC00974",0,0,7.75265,2.17006,0,0,0,1.79201,0,0,0,4.94435,5.5653,6.1399,0,0,0
"LINC00977","LINC00977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00982","LINC00982",435.422,247.233,548.5,351.549,130.702,111.779,322.212,12.5441,216.116,18.2211,228.493,8.15818,9.33534,7.16321,999.182,568.092,864.486
"LINC00987","LINC00987",0,0,1.93816,2.17006,0.982724,0,25.6836,36.7363,23.7728,25.2293,27.4583,14.3386,22.9793,11.7681,0,0,0
"LINC00989","LINC00989",0,0,1.93816,2.17006,0,0,0,0,0,3.50406,0,1.23609,1.25668,0,0,0,0
"LINC00992","LINC00992",0,0,3.87633,0,0,1.74655,0,1.79201,2.16116,0,0,2.47218,0.538577,4.09327,0,0,0
"LINC00993","LINC00993",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC00994","LINC00994",0,0,0,1.08503,1.96545,0,1.16744,0,0,2.80325,0,0,0,0,0.779393,1.64188,0
"LINC00996","LINC00996",0,0,0,2.17006,0,0,45.53,47.4884,76.7213,58.8683,51.9747,29.9133,35.187,11.2565,0,0,6.99989
"LINC00997","LINC00997",39.4602,41.2055,42.6396,31.4658,37.3435,27.9448,92.2274,91.3927,90.7689,49.0569,104.93,66.0071,57.4482,74.7021,24.1612,62.3916,10.4998
"LINC00998","LINC00998",281.664,159.203,108.537,256.067,240.767,230.544,238.157,262.53,212.875,229.867,257.912,223.238,287.6,240.991,353.844,328.377,321.995
"LINC00999","LINC00999",17.689,9.36489,21.3198,18.4455,26.5336,31.4378,37.3579,30.4642,46.465,55.3642,54.9167,41.5326,20.2864,38.3744,21.0436,6.56753,24.4996
"LINC01000","LINC01000",317.042,415.801,542.686,234.366,298.748,261.982,728.48,425.603,734.796,596.392,718.82,556.981,357.615,617.571,190.172,118.216,202.997
"LINC01001","LINC01001",9.52486,5.61894,13.5671,13.0203,19.6545,8.73274,3.50231,2.68802,6.48349,1.40163,3.92262,1.97774,1.43621,1.53497,7.01454,4.92565,0
"LINC01002","LINC01002",51.7064,78.6651,112.413,74.867,67.808,50.6499,14.0092,4.48004,24.8534,8.40976,3.92262,2.71939,4.84719,3.58161,96.6447,75.5266,94.4985
"LINC01003","LINC01003",65.3134,39.3326,50.3923,64.0167,26.5336,40.1706,57.2043,22.4002,34.5786,37.1431,44.1295,91.7177,29.4422,58.8407,77.1599,41.0471,55.9991
"LINC01004","LINC01004",61.2313,101.141,34.8869,65.1017,77.6352,137.977,133.088,68.0965,102.655,80.5935,37.2649,127.07,75.4008,138.659,11.6909,9.8513,24.4996
"LINC01005","LINC01005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01006","LINC01006",19.0497,3.74596,38.7633,26.0407,20.6372,22.7051,0,0,0,0,1.96131,12.6081,8.43771,26.0946,10.1321,6.56753,0
"LINC01007","LINC01007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01010","LINC01010",0,0,0,0,0,0,0,0,0,1.40163,0,1.23609,3.05194,0,0,0,0
"LINC01011","LINC01011",65.3134,76.7921,42.6396,53.1664,39.309,34.9309,46.6974,74.3686,78.8825,58.8683,50.0134,29.1717,21.184,33.2578,70.1454,36.1214,55.9991
"LINC01012","LINC01012",8.16417,3.74596,11.629,5.42514,3.9309,12.2258,5.83718,8.96007,3.24175,4.90569,4.90327,6.92209,2.15431,5.62824,11.6909,4.92565,10.4998
"LINC01013","LINC01013",6.80347,7.49192,3.87633,4.34011,6.87907,8.73274,0,0,6.48349,1.40163,1.96131,2.47218,7.18103,0.511658,0.779393,3.28377,3.49994
"LINC01014","LINC01014",0,0,0,10.8503,4.91362,1.74655,0,0,0,0,0,1.23609,0.538577,1.02332,0.779393,0,3.49994
"LINC01015","LINC01015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01016","LINC01016",2.72139,0,0,1.08503,3.9309,1.74655,0,0,0,0,0.980655,1.48331,0.359051,3.06995,3.89696,1.64188,3.49994
"LINC01017","LINC01017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01018","LINC01018",0,0,5.81449,0,2.94817,0,4.66974,1.79201,2.16116,4.20488,2.94196,3.70826,1.43621,0.511658,3.11757,3.28377,3.49994
"LINC01019","LINC01019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01020","LINC01020",2.72139,0,0,0,0,0,0,0,0,0,0,0,0,0.511658,0,0,0
"LINC01021","LINC01021",9.52486,1.87298,0,0,3.9309,6.98619,0,0,0,0.700813,0,0.494435,2.69289,0.511658,5.45575,1.64188,6.99989
"LINC01023","LINC01023",32.6567,26.2217,42.6396,42.3161,17.689,27.9448,0,2.68802,10.8058,9.11057,5.88393,7.41653,3.05194,9.7215,24.9406,27.912,34.9994
"LINC01024","LINC01024",1.36069,5.61894,0,5.42514,5.89634,8.73274,38.5254,31.3603,41.0621,25.9301,38.2455,19.5302,16.1573,16.8847,6.23514,4.92565,3.49994
"LINC01028","LINC01028",0,0,0,0,0,0,0,0,0,0,0,0,0.179526,0,0,0,0
"LINC01029","LINC01029",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01030","LINC01030",0,0,0,1.08503,0,0,0,0,0,0,0,0,0,0,0,0,6.99989
"LINC01031","LINC01031",0,0,0,0,0,0,0,0,0,0,0,0.741653,0,0,0,0,0
"LINC01032","LINC01032",0,0,3.87633,0,0,5.23964,0,0,0,0,0,0,0,1.02332,0,0,0
"LINC01033","LINC01033",0,0,0,0,0,0,0,0,0,0,0,0.494435,0,0,0,0,0
"LINC01036","LINC01036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01038","LINC01038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01039","LINC01039",0,0,0,0,0,0,0,0,0,0,1.96131,0,0,0,0,0,0
"LINC01040","LINC01040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01044","LINC01044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01046","LINC01046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01047","LINC01047",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01048","LINC01048",0,3.74596,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
"LINC01049","LINC01049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01050","LINC01050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01053","LINC01053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01054","LINC01054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01055","LINC01055",0,0,0,0,0,0,0,1.79201,8.64466,3.50406,10.7872,1.23609,9.51486,1.02332,0,0,0
"LINC01056","LINC01056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01057","LINC01057",84.3631,134.854,139.548,142.139,91.3933,429.651,19.8464,24.1922,14.0476,17.5203,21.5744,39.0604,27.8265,36.3277,74.0423,54.1822,52.4991
"LINC01058","LINC01058",0,0,0,0,0,0,2.33487,0,0,0,0,1.73052,1.97478,0,0,0,0
"LINC01060","LINC01060",2.72139,1.87298,0,4.34011,1.96545,0,0,0,0,0,0,0,0,0,2.33818,0,3.49994
"LINC01061","LINC01061",35.3781,26.2217,25.1961,26.0407,41.2744,19.212,58.3718,36.7363,66.9961,73.5854,56.878,43.7575,30.8784,50.6542,14.0291,13.1351,17.4997
"LINC01065","LINC01065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01068","LINC01068",0,0,0,0,1.96545,0,1.16744,0.896007,0,0,0,0,0.359051,1.02332,0,0,0
"LINC01069","LINC01069",0,0,0,0,0,0,0,0,0,0,0,0,0,1.02332,0,0,0
"LINC01070","LINC01070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01072","LINC01072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01075","LINC01075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01080","LINC01080",0,0,0,0,0,0,0,0,0,0,0,0.494435,1.25668,0,0,0,0
"LINC01081","LINC01081",2.72139,7.49192,0,6.51017,0.982724,3.49309,1.16744,3.58403,5.40291,1.40163,0.980655,2.71939,2.69289,2.55829,10.9115,4.92565,17.4997
"LINC01082","LINC01082",439.504,775.413,571.758,1080.69,525.757,1199.88,18.679,22.4002,12.967,25.9301,23.5357,59.8267,42.3681,46.0492,688.204,656.753,1760.47
"LINC01085","LINC01085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01087","LINC01087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01088","LINC01088",6.80347,5.61894,3.87633,16.2754,28.499,47.1568,3.50231,2.68802,4.32233,2.80325,5.88393,2.47218,1.43621,2.55829,11.6909,3.28377,6.99989
"LINC01089","LINC01089",299.353,475.737,536.871,393.865,270.249,347.563,92.2274,45.6964,90.7689,77.7902,97.0848,39.5548,26.0312,31.2111,161.334,121.499,185.497
"LINC01090","LINC01090",0,0,0,1.08503,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01091","LINC01091",8.16417,13.1109,13.5671,5.42514,0.982724,12.2258,3.50231,1.79201,4.32233,2.80325,1.96131,6.67488,3.77004,2.55829,14.0291,8.20942,24.4996
"LINC01093","LINC01093",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,1.02332,0,0,0
"LINC01094","LINC01094",0,0,0,9.76525,16.7063,0,4.66974,8.06407,4.32233,11.9138,12.7485,18.5413,32.3146,17.908,0,3.28377,0
"LINC01095","LINC01095",0,0,0,1.08503,0,0,0,0,0,0,0.980655,0,0,0,1.55879,1.64188,3.49994
"LINC01096","LINC01096",14.9676,16.8568,1.93816,6.51017,3.9309,12.2258,0,0,0,0,7.84524,0.741653,4.66767,0,15.5879,4.92565,17.4997
"LINC01097","LINC01097",0,0,0,1.08503,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01098","LINC01098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01099","LINC01099",5.44278,9.36489,13.5671,0,21.6199,5.23964,0,0,0,0,0,0,0,0,0.779393,4.92565,0
"LINC01100","LINC01100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01101","LINC01101",0,5.61894,0,2.17006,0,0,1.16744,0,0,0,0,0,0,0,5.45575,8.20942,3.49994
"LINC01102","LINC01102",0,0,0,0,0,0,0,0,0,0,0,0.247218,0,0,1.55879,0,3.49994
"LINC01103","LINC01103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01104","LINC01104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01105,MIR7158","LINC01105,MIR7158",0,0,0,2.17006,0,0,0,5.37604,0,5.6065,3.92262,0.98887,1.25668,0,0,1.64188,0
"LINC01106,LINC01123","LINC01106,LINC01123",157.841,277.201,298.477,88.9723,192.614,143.217,343.226,246.402,411.702,189.22,280.467,171.075,68.9379,189.314,90.4096,149.411,62.999
"LINC01107","LINC01107",0,0,0,0,0,0,0,0,0,0,0,0,0.538577,0,0,0,0
"LINC01108","LINC01108",1.36069,5.61894,0,1.08503,0,0,0,0,0,0,0,0,0.359051,0,0.779393,0,3.49994
"LINC01111","LINC01111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01114","LINC01114",0,0,0,0,0,0,0,0,0,0,0,0,0.718103,0,0,0,0
"LINC01115","LINC01115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01116","LINC01116",44.9029,78.6651,63.9594,84.6322,77.6352,54.143,17.5115,20.6082,9.72524,21.0244,4.90327,9.39427,33.0327,18.4197,60.7926,72.2429,55.9991
"LINC01117","LINC01117",0,1.87298,7.75265,0,0,0,0,1.79201,0,0,1.96131,2.22496,2.15431,1.53497,1.55879,0,6.99989
"LINC01118","LINC01118",0,0,0,1.08503,0.982724,0,0,0,0,0.700813,0,0.741653,0.897629,0.511658,0,0,3.49994
"LINC01119","LINC01119",16.3283,20.6028,19.3816,11.9353,6.87907,6.98619,1.16744,3.58403,0,1.40163,0,0.98887,3.41099,3.06995,24.1612,6.56753,34.9994
"LINC01120","LINC01120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01121","LINC01121",0,7.49192,0,0,0,0,0,0.896007,0,0,0,0,0,0,0,0,0
"LINC01122","LINC01122",2.72139,5.61894,0,4.34011,0,0,0,0,0,0,0,0.494435,0,0,0.779393,4.92565,0
"LINC01123","LINC01123",9.52486,18.7298,3.87633,5.42514,12.7754,5.23964,4.66974,12.5441,17.2893,10.5122,16.6711,3.46105,4.66767,11.2565,16.3673,19.7026,3.49994
"LINC01124","LINC01124",16.3283,13.1109,3.87633,29.2958,16.7063,19.212,0,6.27205,8.64466,1.40163,5.88393,11.6192,5.38577,20.978,21.823,11.4932,13.9998
"LINC01125","LINC01125",17.689,3.74596,36.8251,15.1904,13.7581,20.9586,12.8418,8.96007,10.8058,6.30732,5.88393,4.94435,5.20625,7.16321,7.01454,14.777,6.99989
"LINC01126","LINC01126",4.08208,0,0,6.51017,0.982724,8.73274,9.33948,19.7122,14.0476,7.70894,19.6131,6.92209,7.36055,5.62824,5.45575,0,0
"LINC01127","LINC01127",1.36069,0,0,0,0,0,0,0,0,2.80325,0,0,0.897629,1.02332,0,0,0
"LINC01128","LINC01128",157.841,164.822,131.795,180.115,179.839,165.922,133.088,144.257,98.333,121.241,77.4717,155.747,150.622,139.683,112.233,124.783,150.498
"LINC01132","LINC01132",0,0,3.87633,4.34011,2.94817,3.49309,0,4.48004,4.32233,5.6065,3.92262,2.47218,6.46293,4.60492,2.33818,4.92565,3.49994
"LINC01133","LINC01133",176.89,325.898,509.737,292.958,111.048,771.974,266.175,275.97,280.951,147.171,196.131,225.215,206.455,242.526,225.245,277.478,335.995
"LINC01134","LINC01134",2.72139,5.61894,7.75265,0,6.87907,0,14.0092,4.48004,15.1282,9.81138,1.96131,9.39427,3.41099,4.60492,7.01454,4.92565,10.4998
"LINC01135","LINC01135",0,0,0,0,1.96545,0,0,1.79201,6.48349,2.80325,1.96131,1.73052,1.25668,1.53497,0,0,3.49994
"LINC01136","LINC01136",0,3.74596,0,0,0,0,0,0,0,1.40163,1.96131,0.494435,1.61573,5.62824,0,1.64188,0
"LINC01137","LINC01137",134.709,224.757,238.394,98.7376,112.031,120.512,80.553,74.3686,51.8679,52.561,36.2842,32.1383,26.0312,34.2811,197.186,144.486,230.996
"LINC01138","LINC01138",100.691,181.679,176.373,117.183,103.186,110.032,32.6882,42.1123,46.465,33.639,34.3229,23.9801,28.3651,26.0946,106.777,103.439,97.9984
"LINC01139","LINC01139",0,0,0,1.08503,1.96545,0,0,0,2.16116,2.80325,0,0.494435,0,0,2.33818,8.20942,0
"LINC01140","LINC01140",4.08208,3.74596,5.81449,11.9353,11.7927,6.98619,37.3579,46.5924,32.4175,53.2618,30.4003,33.1272,89.2243,35.3044,17.926,16.4188,24.4996
"LINC01141","LINC01141",0,0,0,0,0,1.74655,0,0,0,0,0,0,0,0,0,0,0
"LINC01142","LINC01142",0,0,0,0,0,0,0,0,0,0,0,0,0.359051,0,0,0,0
